action.hacking.variety.os_commanding,action.environmental.variety.leak,0
action.hacking.variety.os_commanding,action.hacking.variety.use_of_backdoor_or_c2,0
action.hacking.variety.os_commanding,action.environmental.variety.tornado,0
action.hacking.variety.os_commanding,actor.internal.variety.helpdesk,0
action.hacking.variety.os_commanding,action.hacking.variety.session_fixation,0
action.hacking.variety.os_commanding,action.social.variety.unknown,0
action.hacking.variety.os_commanding,action.hacking.variety.footprinting,0
action.hacking.variety.os_commanding,actor.internal.motive.espionage,0
action.hacking.variety.os_commanding,action.environmental.variety.hurricane,0
action.hacking.variety.os_commanding,action.malware.variety.password_dumper,0
action.hacking.variety.os_commanding,actor.external.fear,0
action.hacking.variety.os_commanding,action.hacking.variety.pass-the-hash,0
action.hacking.variety.os_commanding,actor.internal.variety.human_resources,0
action.hacking.variety.os_commanding,action.malware.variety.ram_scraper,0
action.hacking.variety.os_commanding,action.environmental.variety.pathogen,0
action.hacking.variety.os_commanding,actor.external.fun,0
action.hacking.variety.os_commanding,actor.internal.motive.grudge,0
action.hacking.variety.os_commanding,action.misuse.variety.unapproved_software,0
action.hacking.variety.os_commanding,action.error.variety.loss,0
action.hacking.variety.os_commanding,actor.external.variety.unaffiliated,0
action.hacking.variety.os_commanding,actor.external.variety.auditor,0
action.hacking.variety.os_commanding,actor.internal.motive.na,0
action.hacking.variety.os_commanding,action.misuse.variety.data_mishandling,0
action.hacking.variety.os_commanding,action.hacking.variety.path_traversal,0
action.hacking.variety.os_commanding,actor.internal.variety.developer,0
action.hacking.variety.os_commanding,actor.internal.motive.fun,0
action.hacking.variety.os_commanding,action.physical.variety.theft,0
action.hacking.variety.os_commanding,action.environmental.variety.fire,0
action.hacking.variety.os_commanding,action.hacking.variety.abuse_of_functionality,0
action.hacking.variety.os_commanding,action.hacking.variety.integer_overflows,0
action.hacking.variety.os_commanding,action.malware.variety.capture_app_data,0
action.hacking.variety.os_commanding,actor.external.variety.other,0
action.hacking.variety.os_commanding,action.error.variety.physical_accidents,0
action.hacking.variety.os_commanding,action.malware.variety.downloader,0
action.hacking.variety.os_commanding,action.hacking.variety.xml_external_entities,0
action.hacking.variety.os_commanding,action.hacking.variety.xml_injection,0
action.hacking.variety.os_commanding,action.hacking.variety.forced_browsing,0
action.hacking.variety.os_commanding,action.misuse.variety.other,0
action.hacking.variety.os_commanding,action.environmental.variety.particulates,0
action.hacking.variety.os_commanding,actor.internal.motive.secondary,0
action.hacking.variety.os_commanding,actor.internal.motive.ideology,0
action.hacking.variety.os_commanding,action.misuse.variety.unapproved_workaround,0
action.hacking.variety.os_commanding,action.malware.variety.spyware/keylogger,0
action.hacking.variety.os_commanding,action.environmental.variety.emi,0
action.hacking.variety.os_commanding,action.social.variety.other,0
action.hacking.variety.os_commanding,action.hacking.variety.use_of_stolen_creds,0
action.hacking.variety.os_commanding,action.hacking.variety.mail_command_injection,0
action.hacking.variety.os_commanding,action.hacking.variety.http_request_splitting,0
action.hacking.variety.os_commanding,action.environmental.variety.wind,0
action.hacking.variety.os_commanding,actor.external.variety.customer,0
action.hacking.variety.os_commanding,actor.internal.variety.system_admin,0
action.hacking.variety.os_commanding,actor.internal.variety.unknown,0
action.hacking.variety.os_commanding,action.hacking.variety.csrf,0
action.hacking.variety.os_commanding,actor.external.convenience,0
action.hacking.variety.os_commanding,action.malware.variety.click_fraud,0
action.hacking.variety.os_commanding,action.malware.variety.backdoor,0
action.hacking.variety.os_commanding,action.error.variety.misconfiguration,0
action.hacking.variety.os_commanding,action.hacking.variety.format_string_attack,0
action.hacking.variety.os_commanding,action.hacking.variety.dos,0
action.hacking.variety.os_commanding,action.misuse.variety.unknown,0
action.hacking.variety.os_commanding,actor.external.financial,0
action.hacking.variety.os_commanding,action.malware.variety.c2,0
action.hacking.variety.os_commanding,actor.internal.motive.fear,0
action.hacking.variety.os_commanding,actor.internal.variety.cashier,0
action.hacking.variety.os_commanding,action.hacking.variety.soap_array_abuse,0
action.hacking.variety.os_commanding,action.environmental.variety.ice,0
action.hacking.variety.os_commanding,action.malware.variety.adware,0
action.hacking.variety.os_commanding,action.environmental.variety.esd,0
action.hacking.variety.os_commanding,action.malware.variety.unknown,0
action.hacking.variety.os_commanding,action.hacking.variety.cache_poisoning,0
action.hacking.variety.os_commanding,action.malware.variety.capture_stored_data,0
action.hacking.variety.os_commanding,action.physical.variety.unknown,0
action.hacking.variety.os_commanding,action.malware.variety.spam,0
action.hacking.variety.os_commanding,action.malware.variety.scan_network,0
action.hacking.variety.os_commanding,action.malware.variety.disable_controls,0
action.hacking.variety.os_commanding,actor.external.variety.unknown,0
action.hacking.variety.os_commanding,action.social.variety.extortion,0
action.hacking.variety.os_commanding,action.hacking.variety.xpath_injection,0
action.hacking.variety.os_commanding,action.error.variety.capacity_shortage,0
action.hacking.variety.os_commanding,action.malware.variety.client-side_attack,0
action.hacking.variety.os_commanding,action.error.variety.misinformation,0
action.hacking.variety.os_commanding,actor.external.ideology,0
action.hacking.variety.os_commanding,action.error.variety.omission,0
action.hacking.variety.os_commanding,action.hacking.variety.ssi_injection,0
action.hacking.variety.os_commanding,action.error.variety.gaffe,0
action.hacking.variety.os_commanding,action.malware.variety.adminware,0
action.hacking.variety.os_commanding,action.environmental.variety.lightning,0
action.hacking.variety.os_commanding,action.social.variety.pretexting,0
action.hacking.variety.os_commanding,action.hacking.variety.ldap_injection,0
action.hacking.variety.os_commanding,action.malware.variety.other,0
action.hacking.variety.os_commanding,action.social.variety.bribery,0
action.hacking.variety.os_commanding,action.hacking.variety.xml_attribute_blowup,0
action.hacking.variety.os_commanding,action.misuse.variety.privilege_abuse,0
action.hacking.variety.os_commanding,action.hacking.variety.url_redirector_abuse,0
action.hacking.variety.os_commanding,action.environmental.variety.tsunami,0
action.hacking.variety.os_commanding,action.hacking.variety.http_response_smuggling,0
action.hacking.variety.os_commanding,action.environmental.variety.landslide,0
action.hacking.variety.os_commanding,actor.external.variety.former_employee,0
action.hacking.variety.os_commanding,actor.internal.motive.unknown,0
action.hacking.variety.os_commanding,action.physical.variety.snooping,0
action.hacking.variety.os_commanding,action.environmental.variety.power_failure,0
action.hacking.variety.os_commanding,action.environmental.variety.unknown,0
action.hacking.variety.os_commanding,action.hacking.variety.http_request_smuggling,0
action.hacking.variety.os_commanding,action.physical.variety.wiretapping,0
action.hacking.variety.os_commanding,action.error.variety.disposal_error,0
action.hacking.variety.os_commanding,actor.external.variety.activist,0
action.hacking.variety.os_commanding,action.hacking.variety.mitm,0
action.hacking.variety.os_commanding,action.misuse.variety.knowledge_abuse,0
action.hacking.variety.os_commanding,action.error.variety.publishing_error,0
action.hacking.variety.os_commanding,actor.external.variety.acquaintance,0
action.hacking.variety.os_commanding,action.hacking.variety.other,0
action.hacking.variety.os_commanding,action.environmental.variety.earthquake,0
action.hacking.variety.os_commanding,action.physical.variety.surveillance,0
action.hacking.variety.os_commanding,actor.internal.motive.other,0
action.hacking.variety.os_commanding,actor.internal.variety.maintenance,0
action.hacking.variety.os_commanding,actor.internal.variety.auditor,0
